opt_code,school_year,school_name,longitude,latitude,city,how_long_delayed
03973,2015-2016,RE-START @ CARE ST LUKES,-73.960446,40.804957,Manhattan,46-60 Min
03973,2017-2018,RESTART @ CARE ST LUKES,-73.960446,40.804957,Manhattan,31-45 Min
03973,2017-2018,RESTART @ CARE ST LUKES,-73.960446,40.804957,Manhattan,61-90 Min
03973,2017-2018,RESTART @ CARE ST LUKES,-73.960446,40.804957,Manhattan,16-30 Min
03973,2017-2018,RESTART @ CARE ST LUKES,-73.960446,40.804957,Manhattan,46-60 Min
04001,2015-2016,P751M @ MT.SINAI,-73.95207,40.790272,Manhattan,46-60 Min
04001,2015-2016,P751M @ MT.SINAI,-73.95207,40.790272,Manhattan,61-90 Min
04001,2015-2016,P751M @ MT.SINAI,-73.95207,40.790272,Manhattan,31-45 Min
04001,2015-2016,P751M @ MT.SINAI,-73.95207,40.790272,Manhattan,16-30 Min
04002,2015-2016,P811M @ J275,-73.933942,40.793817,Manhattan,61-90 Min
04002,2015-2016,P811M @ J275,-73.933942,40.793817,Manhattan,0-15 Min
04002,2015-2016,P811M @ J275,-73.933942,40.793817,Manhattan,16-30 Min
04002,2015-2016,P811M @ J275,-73.933942,40.793817,Manhattan,31-45 Min
04002,2015-2016,P811M @ J275,-73.933942,40.793817,Manhattan,46-60 Min
04003,2015-2016,MS 72,-73.947738,40.791252,Manhattan,0-15 Min
04003,2015-2016,MS 72,-73.947738,40.791252,Manhattan,31-45 Min
04003,2015-2016,MS 72,-73.947738,40.791252,Manhattan,46-60 Min
04003,2015-2016,MS 72,-73.947738,40.791252,Manhattan,16-30 Min
04004,2015-2016,Democracy Prep Endurance HS AX,-73.935071,40.801389,Manhattan,31-45 Min
04004,2015-2016,Democracy Prep Endurance HS AX,-73.935071,40.801389,Manhattan,0-15 Min
04004,2015-2016,Democracy Prep Endurance HS AX,-73.935071,40.801389,Manhattan,46-60 Min
04004,2015-2016,Democracy Prep Endurance HS AX,-73.935071,40.801389,Manhattan,61-90 Min
04004,2015-2016,Democracy Prep Endurance HS AX,-73.935071,40.801389,Manhattan,16-30 Min
04005,2016-2017,CP Harlem Charter School,-73.951778,40.792942,Manhattan,31-45 Min
04005,2016-2017,CP Harlem Charter School,-73.951778,40.792942,Manhattan,61-90 Min
04005,2016-2017,CP Harlem Charter School,-73.951778,40.792942,Manhattan,16-30 Min
04005,2016-2017,CP Harlem Charter School,-73.951778,40.792942,Manhattan,46-60 Min
04005,2016-2017,CP Harlem Charter School,-73.951778,40.792942,Manhattan,0-15 Min
04007,2015-2016,PS/MS 7,-73.939007,40.800777,Manhattan,61-90 Min
04007,2015-2016,PS/MS 7,-73.939007,40.800777,Manhattan,31-45 Min
